id|creationDate|locationIP|browserUsed|content|length|creator|place|replyOfPost|replyOfComment
120259091725|2012-07-23T21:40:45.512+0000|27.121.122.22|Chrome|fine|4|5497558138966|1|120259091711|
120259091726|2012-07-23T15:44:05.920+0000|196.28.7.143|Firefox|I see|5|14293651161168|44|120259091711|
120259091727|2012-07-24T09:46:15.001+0000|103.3.45.221|Internet Explorer|ok|2|2199023255625|51|120259091711|
120259091728|2012-07-23T14:27:58.149+0000|31.5.37.214|Safari|no|2|2199023255593|3|120259091711|
120259091729|2012-07-23T21:03:03.665+0000|41.205.64.89|Internet Explorer|About Augustine of Hippo, of the Augustini. About Yuan Dynasty, of Mongol Borjigin dy.|86|2199023255625|68|120259091711|
120259091730|2012-07-23T21:12:12.619+0000|27.96.16.2|Chrome|right|5|3298534883397|52||120259091729
120259091731|2012-07-23T13:30:04.349+0000|200.125.49.138|Internet Explorer|cool|4|10995116277764|47|120259091711|
111669157304|2012-06-01T11:43:14.891+0000|95.136.19.67|Firefox|About Augustine of Hippo, distinct from the material Earthly Cit. About Drew Barrymore, business partner Nancy Juvonen formed the.|130|2199023255611|93|111669157300|
120259091897|2012-07-16T03:37:35.057+0000|46.238.17.120|Firefox|ok|2|2199023255611|7|120259091893|
120259091898|2012-07-16T05:19:18.809+0000|89.184.41.203|Chrome|About Augustine of Hippo, He is the patr. About Kurt Aland, Research and Church .|81|3298534883405|37|120259091893|
120259091899|2012-07-16T06:01:24.638+0000|193.194.40.247|Firefox|right|5|2199023255611|87|120259091893|
120259091900|2012-07-16T02:29:26.345+0000|187.160.205.106|Firefox|no|2|7696581394474|53|120259091893|
120259091901|2012-07-16T11:23:00.831+0000|113.197.55.159|Firefox|roflol|6|7696581394474|54||120259091898
120259091902|2012-07-16T02:29:39.745+0000|31.185.225.53|Internet Explorer|roflol|6|2199023255625|107|120259091893|
120259091903|2012-07-16T02:33:19.278+0000|84.20.234.49|Internet Explorer|ok|2|2199023255625|43|120259091893|
120259091904|2012-07-16T12:41:18.252+0000|80.77.154.242|Chrome|fine|4|9895604650036|38|120259091893|
120259091905|2012-07-16T04:39:10.976+0000|31.186.35.184|Chrome|cool|4|9895604650036|37|120259091893|
120259091906|2012-07-16T02:40:31.680+0000|196.223.0.137|Internet Explorer|no|2|10995116277857|26|120259091893|
120259091907|2012-07-16T05:43:43.747+0000|31.8.210.186|Chrome|About Augustine of Hippo, Church he is also co. About Friedrich Nietzsche, Central to his ph.|93|9895604650036|56||120259091898
120259091908|2012-07-16T22:26:03.373+0000|195.24.87.0|Firefox|ok|2|94|60|120259091893|
120259091909|2012-07-16T05:57:09.561+0000|64.15.56.227|Chrome|I see|5|3298534883405|66||120259091907
120259091910|2012-07-16T18:52:46.795+0000|31.31.178.230|Chrome|About Augustine of Hippo,. About Kurt Aland, the Uni. About Allied-occupied G.|78|3298534883405|109||120259091898
103079222727|2012-03-01T08:57:18.482+0000|31.130.214.126|Internet Explorer|thx|3|10995116277857|56|103079222711|
103079222728|2012-03-01T03:29:09.099+0000|190.6.46.26|Firefox|great|5|7696581394474|108|103079222711|
103079222729|2012-02-29T21:49:04.734+0000|24.49.175.35|Chrome|maybe|5|3298534883405|57|103079222711|
103079222730|2012-02-29T20:44:48.556+0000|194.106.67.128|Chrome|About Alexander Downer, in Australian histor. About Weird Al Yankovic, of the album is ma.|90|9895604650036|24|103079222711|
103079222731|2012-02-29T20:46:09.330+0000|78.83.140.114|Firefox|roflol|6|94|7||103079222730
103079222732|2012-03-01T05:41:43.088+0000|201.218.93.89|Chrome|roflol|6|3298534883405|34|103079222711|
103079222733|2012-02-29T20:45:06.974+0000|62.135.153.88|Chrome|thx|3|3298534883405|10|103079222711|
103079222734|2012-02-29T23:21:39.138+0000|78.92.205.28|Chrome|About Rock This Town, Stray Cats from their UK debut album Stray Cats. Its fi.|78|9895604650036|79||103079222730
103079222735|2012-03-01T00:05:43.596+0000|217.23.32.53|Chrome|About Under the Radar Over the Top, from the album is being used as the official theme s.|89|3298534883405|18||103079222730
103079222736|2012-02-29T22:43:31.582+0000|200.31.144.28|Internet Explorer|yes|3|10995116277857|108||103079222730
103079222737|2012-03-01T15:38:48.481+0000|196.46.124.141|Chrome|About George Lucas, and entrepreneur. He . About Rock This Town, position on the UK.|84|3298534883405|110||103079222734
103079222738|2012-02-29T23:29:56.270+0000|62.241.248.51|Internet Explorer|About Sheryl Crow, has performed backing vocals for Tina Turner, Michael Jackson, Don Henley and Belinda Carlisle. She also sang as part of the back up vocals for the Bob D.|173|10995116277857|14||103079222734
103079222739|2012-03-01T22:49:05.482+0000|109.69.40.215|Chrome|About James Taylor, over the decades. His commercial achievements dec. About Rock This Town, song has been listed by the Rock and Roll Hal.|139|3298534883405|38||103079222734
103079222740|2012-03-01T05:25:57.300+0000|46.252.150.90|Firefox|About Alexander Downer, Leader of the Opp. About Weird Al Yankovic, have since appe.|84|7696581394474|81|103079222711|
103079222741|2012-03-01T20:34:40.509+0000|24.150.236.249|Internet Explorer|roflol|6|10995116277857|66||103079222735
103079222742|2012-03-01T11:19:43.367+0000|31.31.34.106|Internet Explorer|no|2|2199023255625|107||103079222738
103079222743|2012-03-01T10:42:42.114+0000|105.130.51.31|Chrome|About Janet Jackson, and industrial beats, which led to crossover appeal in popular music. In addition to r.|108|3298534883405|87||103079222735
94489288197|2011-12-11T20:12:04.293+0000|41.208.109.10|Internet Explorer|no|2|10995116277764|22|94489288193|
94489288198|2011-12-11T22:58:07.832+0000|94.232.231.151|Chrome|I see|5|3298534883405|23|94489288193|
94489288199|2011-12-12T00:58:27.489+0000|192.160.174.137|Chrome|About Mariano Zabaleta, was clay. Zabal. About Al Green, do certain things, and.|80|6597069766688|36|94489288193|
94489288200|2011-12-12T11:00:22.348+0000|62.77.179.182|Internet Explorer|About Weird Al Yankovic, Billboard charts. Eat It also charted at number one in Austr.|86|10995116277764|37|94489288193|
111669157394|2012-05-29T10:51:32.650+0000|189.215.135.195|Firefox|right|5|5497558138908|53|111669157380|
111669157395|2012-05-29T15:35:21.995+0000|81.169.89.221|Chrome|thx|3|9895604650036|64|111669157380|
111669157396|2012-05-29T12:26:56.254+0000|58.29.3.206|Internet Explorer|ok|2|10995116277764|98|111669157380|
111669157397|2012-05-30T00:45:34.097+0000|82.103.140.186|Chrome|right|5|3298534883405|10|111669157380|
111669157398|2012-05-29T23:00:03.019+0000|46.27.3.131|Chrome|duh|3|6597069766688|99|111669157380|
111669157399|2012-05-29T14:33:32.808+0000|82.114.165.4|Internet Explorer|good|4|10995116277764|109|111669157380|
111669157400|2012-05-30T05:14:35.555+0000|41.216.225.61|Firefox|ok|2|12094627905567|87|111669157380|
111669157401|2012-05-29T13:16:29.494+0000|201.227.74.11|Chrome|duh|3|3298534883405|34|111669157380|
111669157402|2012-05-29T12:03:45.148+0000|121.101.183.95|Chrome|About Quincy Jones. About Timbaland, w. About We Belong To. About Shawty I.|75|13194139533352|27|111669157380|
111669157663|2012-06-08T10:35:43.605+0000|190.65.38.235|Opera|right|5|3298534883392|70|111669157662|
111669157664|2012-06-08T10:18:59.796+0000|190.15.144.243|Opera|ok|2|3298534883392|71|111669157662|
111669157665|2012-06-07T18:26:05.276+0000|81.5.22.45|Opera|no way!|7|3298534883392|17|111669157662|
111669157666|2012-06-07T21:18:42.593+0000|31.15.108.83|Opera|About Imelda. About Henry . About Mark T. About Gwen S. About Andy R. About.|76|3298534883392|107|111669157662|
111669157667|2012-06-08T01:03:59.988+0000|178.19.31.152|Opera|right|5|3298534883392|23|111669157662|
111669157668|2012-06-07T18:23:29.300+0000|202.144.191.245|Chrome|thanks|6|9895604650036|19|111669157662|
111669157669|2012-06-08T03:52:31.627+0000|218.100.61.250|Opera|roflol|6|3298534883392|100||111669157666
111669157670|2012-06-08T12:06:13.731+0000|61.223.253.249|Chrome|I see|5|9895604650036|94||111669157666
111669157671|2012-06-07T23:10:29.597+0000|112.137.167.252|Opera|I see|5|3298534883392|85||111669157666
111669157672|2012-06-08T01:34:39.407+0000|122.0.0.44|Opera|great|5|3298534883392|103|111669157662|
111669157673|2012-06-07T18:00:51.134+0000|203.144.70.249|Chrome|roflol|6|9895604650036|67|111669157662|
111669157674|2012-06-08T08:45:29.225+0000|49.0.30.157|Chrome|great|5|9895604650036|29||111669157666
111669157675|2012-06-08T09:28:01.860+0000|41.191.106.93|Opera|great|5|3298534883392|21||111669157666
111669157687|2012-06-02T17:54:51.258+0000|1.38.133.55|Chrome|fine|4|7696581394490|0|111669157677|
111669157688|2012-06-02T04:13:40.180+0000|58.71.157.92|Chrome|About Alejandro. About Mary I of. About Weird Al . About Edward I . About Tok.|78|3298534883405|85|111669157677|
111669157689|2012-06-02T04:21:16.468+0000|41.222.175.235|Chrome|no way!|7|10995116277826|74||111669157688
111669157690|2012-06-02T08:27:56.609+0000|217.29.245.218|Chrome|About Alejand. About Louis I. About Mary I . About Abraham. About Weird A. Abo.|79|2199023255628|18||111669157688
111669157691|2012-06-02T08:28:59.171+0000|58.71.29.0|Firefox|About George Washington, Father of his country. Washington was born into the p. About 50 Cent, of the 2000s by Billboard magazine. The magazine also ranked h.|158|7696581394461|55|111669157677|
111669157692|2012-06-02T06:34:24.787+0000|111.68.98.60|Firefox|maybe|5|7696581394461|54|111669157677|
111669157693|2012-06-02T10:18:46.032+0000|14.70.150.159|Firefox|thx|3|2199023255611|98||111669157690
111669157694|2012-06-02T11:36:31.510+0000|180.94.82.194|Chrome|About Louis XIV . About Louis IX o. About Mary I of . About Day Trippe. About Our .|83|96|59||111669157690
111669157695|2012-06-02T11:36:41.530+0000|41.138.137.178|Firefox|no way!|7|9895604650074|25||111669157694
111669157696|2012-06-02T19:15:57.001+0000|196.1.97.101|Safari|About John F.. About Dizzy G. About Beck, 1. About Weird A. About Edward . About T.|83|2199023255593|96||111669157688
111669157697|2012-06-03T00:21:53.208+0000|41.74.36.255|Opera|no|2|3298534883392|8||111669157690
85899353923|2011-11-05T12:16:57.190+0000|80.90.163.247|Firefox|About Arnaud Cléme. About Toru Takemit. About Elizabeth I . About Only U, .|75|8796093022217|18|85899353922|
85899353924|2011-11-05T07:33:03.257+0000|31.177.79.225|Firefox|thanks|6|8796093022217|56|85899353922|
85899353925|2011-11-05T10:30:26.352+0000|31.193.235.14|Firefox|About Toru Tak. About Elizabet. About Amy Wine. About Patti La. About Lindsay . About L.|88|8796093022217|10|85899353922|
85899353926|2011-11-05T22:14:42.791+0000|95.141.128.28|Firefox|thx|3|8796093022217|82||85899353925
85899353927|2011-11-05T18:20:40.460+0000|148.223.54.227|Firefox|About Toru T. About John G. About John K. About Al Pac. About Lindsa. About L.|78|8796093022217|53||85899353925
85899353928|2011-11-05T07:26:45.092+0000|41.190.236.216|Firefox|I see|5|8796093022217|84|85899353922|
85899353929|2011-11-05T06:04:32.336+0000|64.40.125.212|Firefox|duh|3|8796093022217|66|85899353922|
85899353930|2011-11-05T13:11:45.980+0000|31.186.152.210|Firefox|great|5|8796093022217|56||85899353925
85899353931|2011-11-05T16:32:41.235+0000|79.121.120.135|Firefox|duh|3|8796093022217|79||85899353925
85899353932|2011-11-05T13:05:09.876+0000|193.188.252.234|Firefox|About Arnaud. About Toru T. About Elizab. About Aleist. About Donald. About O.|78|8796093022217|18||85899353923
85899353933|2011-11-05T13:05:39.102+0000|79.170.184.132|Firefox|no|2|8796093022217|46|85899353922|
85899353934|2011-11-05T19:47:00.484+0000|190.105.140.41|Firefox|LOL|3|8796093022217|15||85899353927
85899353935|2011-11-05T20:43:16.658+0000|62.22.71.72|Firefox|fine|4|8796093022217|99||85899353925
85899353936|2011-11-05T11:02:25.877+0000|46.17.60.99|Firefox|About Gerald Ford, . About Patti LaBelle. About Fever to Tell. About The Lazy.|78|8796093022217|107||85899353925
85899353937|2011-11-05T13:22:09.092+0000|41.78.7.41|Firefox|good|4|8796093022217|97||85899353936
94489288737|2012-02-04T19:11:42.104+0000|200.125.174.102|Chrome|yes|3|3298534883405|30|94489288736|
94489288738|2012-02-04T17:21:36.579+0000|79.142.142.233|Firefox|no way!|7|7696581394474|45|94489288736|
94489288739|2012-02-05T02:24:32.740+0000|88.151.29.151|Chrome|I see|5|3298534883405|37|94489288736|
94489288740|2012-02-04T13:14:36.798+0000|41.223.191.222|Firefox|LOL|3|7696581394474|73|94489288736|
94489288741|2012-02-04T13:27:13.925+0000|62.3.133.252|Chrome|About Mustafa Kemal Atatür. About Sanath Jayasuriya, d. About William Shakespeare,. About Jane Austen, and by . About James Blake, titles . About Ella Fitzgerald, Rea. About Roman Po.|183|3298534883405|101|94489288736|
94489288742|2012-02-05T06:43:13.120+0000|196.46.254.31|Firefox|About Sanath Ja. About Winston C. About Walt Disn. About 50 Cent, . About Leonardo . About.|91|7696581394474|60||94489288741
94489288743|2012-02-05T10:07:35.007+0000|101.78.21.231|Firefox|good|4|7696581394474|55||94489288742
94489288744|2012-02-04T23:31:01.385+0000|58.181.153.238|Chrome|great|5|3298534883405|103||94489288741
25769812270|2010-08-19T16:09:16.579+0000|189.220.255.207|Internet Explorer|About Bechuanaland Protectorate, by the United Kingdom in southern Africa. It becam.|84|2199023255625|53|25769812263|
25769812271|2010-08-19T16:44:31.675+0000|31.209.87.72|Chrome|About Margaret Thatcher, (particularly of the financial sector), flexible labour m.|83|96|50||25769812270
25769812272|2010-08-20T01:23:10.021+0000|178.19.20.26|Chrome|About Hans Christian Andersen, was fet. About Margaret Thatcher, and the 198.|77|96|23||25769812271
25769812273|2010-08-19T16:46:57.326+0000|31.177.150.75|Chrome|About Alfred, Lord Tennyson, / Because my heart is pure, Knowledge comes, but Wisdom.|85|96|105||25769812270
25769812274|2010-08-19T09:43:30.926+0000|41.140.16.64|Internet Explorer|right|5|2199023255625|87|25769812263|
25769812275|2010-08-20T06:33:11.238+0000|89.144.137.168|Chrome|About Silvio Berlusconi, as Prime Minister on 8 May 2008. Berlusconi was criticised for .|89|96|80|25769812263|
8500|2010-03-17T04:43:28.416+0000|77.89.218.99|Chrome|About Nikolai Rimsky-Korsakov, prepared works by The Five for performance, which brought t.|91|96|86|8488|
8501|2010-03-16T19:23:59.069+0000|164.96.105.165|Chrome|yes|3|96|69|8488|
8502|2010-03-17T06:18:40.471+0000|91.216.172.104|Chrome|About Blood on the Tracks, ranked number 16 on Rolling Stone's list of the 500 greatest albums of all time. The album reached #1 on the Billboard 200 charts and #4 on the UK.|174|96|43||8500
8503|2010-03-16T23:29:18.389+0000|190.9.238.56|Chrome|ok|2|96|70|8488|
8504|2010-03-17T13:46:19.314+0000|196.217.112.158|Chrome|About Kelly Clarkson, as also being ranked on the top 200 album sellers of the Nielsen So.|90|96|87||8502
8505|2010-03-17T15:09:18.098+0000|192.136.46.238|Chrome|LOL|3|96|30||8504
8506|2010-03-17T19:20:07.323+0000|41.75.70.217|Chrome|good|4|96|73||8502
8507|2010-03-18T01:56:30.821+0000|41.74.41.61|Chrome|About Kelly Clarkson, and established her. About The Stars and Stripes Forever, Jo.|83|96|8||8504
8508|2010-03-18T02:16:23.561+0000|62.231.107.148|Chrome|cool|4|96|95||8500
8509|2010-03-17T04:59:57.547+0000|62.240.59.210|Chrome|fine|4|96|22||8500
8510|2010-03-16T21:16:04.513+0000|24.55.190.121|Chrome|About Denmark, of the colonies since the fourteenth century. The Faroe Islands and Green.|89|96|36|8488|
8511|2010-03-17T23:57:28.642+0000|110.44.124.11|Chrome|duh|3|96|88||8504
8512|2010-03-17T06:37:23.735+0000|164.41.77.227|Chrome|no|2|96|49||8510
8513|2010-03-18T20:39:56.968+0000|200.11.30.253|Chrome|ok|2|96|30||8507
8514|2010-03-18T02:38:22.173+0000|80.253.92.44|Chrome|I see|5|96|45||8507
8515|2010-03-18T11:35:32.771+0000|189.194.154.191|Chrome|thx|3|96|53||8504
34359746884|2010-11-12T07:18:05.302+0000|213.55.83.246|Chrome|LOL|3|96|76|34359746857|
34359746885|2010-11-12T13:25:20.020+0000|46.251.10.191|Internet Explorer|yes|3|3298534883365|79|34359746857|
34359746886|2010-11-12T03:23:04.545+0000|213.135.178.109|Internet Explorer|right|5|3298534883365|38|34359746857|
34359746887|2010-11-12T03:23:54.741+0000|46.21.225.109|Chrome|right|5|96|89|34359746857|
25769812296|2010-08-06T07:43:29.413+0000|1.4.7.38|Chrome|ok|2|96|1|25769812266|
25769812297|2010-08-06T07:40:14.887+0000|190.107.6.121|Internet Explorer|good|4|2199023255625|71|25769812266|
25769812298|2010-08-06T07:36:57.754+0000|41.74.35.162|Internet Explorer|no|2|2199023255625|8|25769812266|
25769812299|2010-08-06T19:15:24.771+0000|196.12.11.114|Internet Explorer|good|4|2199023255625|74|25769812266|
25769812300|2010-08-06T12:19:10.918+0000|31.121.190.246|Chrome|thanks|6|96|107|25769812266|
25769812301|2010-08-06T23:47:38.107+0000|46.54.0.20|Internet Explorer|right|5|2199023255625|24|25769812266|
25769812302|2010-08-06T18:58:17.228+0000|91.147.78.193|Internet Explorer|good|4|2199023255625|82|25769812266|
25769812303|2010-08-07T02:41:50.033+0000|78.137.142.239|Chrome|thx|3|96|37|25769812266|
25769812304|2010-08-06T13:44:49.453+0000|27.111.5.232|Chrome|thanks|6|96|62|25769812266|
25769812305|2010-08-06T21:53:30.392+0000|117.104.182.185|Internet Explorer|no|2|2199023255625|29|25769812267|
25769812306|2010-08-06T09:37:56.877+0000|79.122.65.193|Internet Explorer|thx|3|2199023255625|79|25769812267|
25769812307|2010-08-06T14:15:44.807+0000|80.191.45.100|Chrome|right|5|96|80|25769812267|
25769812308|2010-08-06T13:14:23.076+0000|31.24.107.188|Internet Explorer|thanks|6|2199023255625|107|25769812267|
25769812309|2010-08-06T09:20:37.229+0000|41.76.44.169|Internet Explorer|fine|4|2199023255625|26|25769812267|
25769812310|2010-08-07T00:54:46.920+0000|101.53.24.160|Chrome|I see|5|96|58|25769812267|
34359746903|2010-11-12T07:27:05.763+0000|79.125.177.152|Internet Explorer|About Georg Wilhel. About George W. Bu. About Justin Timbe. About We Are t.|75|2199023255625|38|34359746860|
34359746904|2010-11-12T09:05:54.991+0000|192.52.232.225|Internet Explorer|About Shakira, in Lon. About Justin Timberla. About Shadow Zone, ma. About We Are the .|87|3298534883365|60||34359746903
34359746905|2010-11-11T23:43:52.900+0000|58.87.55.229|Internet Explorer|I see|5|3298534883365|98|34359746860|
34359746906|2010-11-12T16:24:39.435+0000|218.100.71.40|Internet Explorer|I see|5|2199023255625|67||34359746904
34359746907|2010-11-12T17:44:54.841+0000|91.212.122.7|Internet Explorer|About Joni Mitchell. About George W. Bus. About Touch My Body. About We Are .|77|3298534883365|38||34359746903
34359746908|2010-11-12T19:14:37.181+0000|27.98.233.59|Internet Explorer|About Amy Wineho. About George W. . About Santa Clau. About Touch My B. About We .|82|2199023255625|1||34359746907
25769812317|2010-08-06T14:18:16.814+0000|31.133.102.129|Chrome|no way!|7|96|95|25769812269|
25769812318|2010-08-07T06:53:33.483+0000|119.110.22.191|Chrome|About Rory Gallagh. About Calvin Cooli. About Éamon de Val. About Tori Amos.|76|96|85|25769812269|
25769812319|2010-08-07T15:54:14.404+0000|196.28.57.13|Chrome|I see|5|96|36||25769812318
25769812320|2010-08-07T09:38:41.040+0000|41.76.95.205|Chrome|thanks|6|96|102||25769812318
25769812321|2010-08-07T22:09:12.942+0000|77.75.32.177|Chrome|I see|5|96|105||25769812318
25769812322|2010-08-07T21:18:10.563+0000|196.1.99.21|Internet Explorer|About Rory Gallagher. About John Locke, an. About Tori Amos, of . About Tupac Sha.|82|2199023255625|96||25769812318
25769812323|2010-08-07T23:03:04.287+0000|78.40.74.233|Chrome|About Rory Gallagher. About John Locke, th. About 50 Cent, Recor. About Tori Amos, 12 . About Tupac Shakur, . About Axel F,.|124|96|45||25769812322
25769812324|2010-08-07T14:18:13.849+0000|41.215.195.242|Chrome|fine|4|96|83||25769812318
25769812325|2010-08-08T19:05:38.212+0000|92.55.67.15|Internet Explorer|maybe|5|2199023255625|38||25769812323
94489289710|2012-01-18T03:20:08.131+0000|84.232.161.29|Firefox|roflol|6|8796093022217|95|94489289709|
94489289711|2012-01-17T13:59:30.137+0000|41.74.40.255|Chrome|duh|3|9895604650036|8|94489289709|
94489289712|2012-01-17T13:29:22.065+0000|85.159.52.33|Firefox|thx|3|8796093022217|79|94489289709|
94489289713|2012-01-17T12:30:35.591+0000|46.29.168.19|Firefox|About José Ferrer, Tony Awards: In 1947 he w. About Amy Winehouse, for Love Is a Losing G.|90|8796093022217|38|94489289709|
94489289714|2012-01-17T21:01:59.929+0000|60.244.23.181|Chrome|cool|4|9895604650036|94|94489289709|
51539617005|2011-03-06T11:25:29.781+0000|31.32.71.146|Safari|About Maurice Rave. About Joe Biden, t. About Australia, a. About Hadrian,.|75|2199023255593|77|51539616999|
51539617006|2011-03-06T06:47:21.015+0000|158.97.239.64|Firefox|About Mustafa Kema. About Robert A. He. About Joe Biden, w. About Pete See.|75|5497558138885|53|51539616999|
120259093743|2012-07-04T04:06:03.147+0000|204.231.224.242|Internet Explorer|great|5|3298534883350|107|120259093736|
120259093744|2012-07-04T05:34:58.263+0000|79.132.25.175|Chrome|thx|3|13194139533352|7|120259093736|
120259093745|2012-07-04T11:16:28.324+0000|81.6.119.38|Firefox|great|5|7696581394461|105|120259093736|
120259093746|2012-07-04T22:23:11.676+0000|41.56.110.94|Safari|About Bryan Adam. About Manuel Nor. About Katy Perry. About Patti LaBe. About So Sm.|84|2199023255593|97|120259093737|
120259093747|2012-07-04T04:13:54.797+0000|62.32.231.206|Firefox|maybe|5|7696581394461|99|120259093738|
120259093748|2012-07-05T02:58:26.023+0000|91.142.139.19|Firefox|About Louis XIV of . About Manuel Norieg. About George Bernar. About Elizabet.|78|8796093022217|9|120259093738|
120259093749|2012-07-04T09:29:08.806+0000|78.24.174.118|Firefox|duh|3|7696581394474|64|120259093738|
120259093750|2012-07-05T06:22:22.046+0000|190.3.187.15|Internet Explorer|right|5|3298534883350|5||120259093748
120259093751|2012-07-05T17:26:25.206+0000|14.106.76.169|Firefox|About Interpol, interpolation in mathemati. About Love Hurts, stated in November 2011.|86|7696581394474|1||120259093748
120259093752|2012-07-04T18:58:08.691+0000|200.71.22.66|Firefox|thanks|6|15393162788920|47|120259093738|
120259093753|2012-07-06T02:38:41.458+0000|31.132.186.229|Firefox|maybe|5|8796093022217|72||120259093751
120259093754|2012-07-04T19:11:18.257+0000|201.229.222.76|Firefox|fine|4|15393162788920|11|120259093738|
120259093755|2012-07-05T07:42:59.908+0000|80.87.241.171|Chrome|right|5|13194139533352|6||120259093748
120259093756|2012-07-05T19:44:08.778+0000|200.106.17.253|Firefox|About Manuel Nor. About George Ber. About Elizabeth . About Gerald For. About Ali.|82|7696581394474|91||120259093748
120259093757|2012-07-05T21:48:07.391+0000|31.47.74.7|Internet Explorer|cool|4|3298534883350|99||120259093751
120259093758|2012-07-04T03:56:58.758+0000|213.217.217.50|Internet Explorer|About Karl Marx. About Manuel No. About William W. About Stephen F. About Syl.|78|10995116277764|24|120259093738|
120259093759|2012-07-05T04:52:40.995+0000|200.3.240.19|Safari|About Louis XIV o. About George Bern. About Elizabeth T. About Aaron Copla. About Aki.|86|2199023255593|15||120259093748
120259093760|2012-07-05T23:03:56.042+0000|87.71.146.86|Firefox|roflol|6|5497558138885|17||120259093756
51539617025|2011-03-06T20:31:25.158+0000|46.149.61.91|Internet Explorer|roflol|6|3298534883350|106|51539617003|
51539617026|2011-03-06T03:06:34.343+0000|94.247.143.69|Safari|cool|4|2199023255593|13|51539617003|
51539617027|2011-03-06T10:45:04.691+0000|1.1.11.222|Internet Explorer|cool|4|3298534883350|1|51539617003|
51539617028|2011-03-06T19:07:16.484+0000|190.0.6.168|Firefox|good|4|5497558138885|70|51539617003|
51539617029|2011-03-06T16:10:06.926+0000|91.209.113.73|Firefox|About Laurence Olivier, Macbeth, Romeo, Ham. About Joe Lieberman, in efforts to fight a.|88|5497558138885|17|51539617003|
51539617030|2011-03-06T09:47:12.600+0000|31.186.45.209|Safari|About Che Guevara. About Claude Mone. About Tom Gehrels. About Elizabeth T. About Robert.|89|2199023255593|81|51539617003|
51539617031|2011-03-07T02:14:54.525+0000|190.61.10.219|Firefox|cool|4|5497558138885|70||51539617029
51539617032|2011-03-06T18:48:28.575+0000|31.24.50.77|Safari|thanks|6|2199023255593|89||51539617029
51539617033|2011-03-07T02:22:02.716+0000|80.89.106.162|Firefox|duh|3|5497558138885|3||51539617029
51539617034|2011-03-06T10:15:52.822+0000|169.158.228.117|Internet Explorer|duh|3|3298534883350|71|51539617003|
51539617035|2011-03-06T13:28:21.757+0000|101.78.8.63|Firefox|thanks|6|5497558138885|19||51539617030
51539617036|2011-03-06T03:14:57.309+0000|203.115.11.118|Internet Explorer|maybe|5|3298534883350|100|51539617003|
51539617037|2011-03-06T02:56:29.647+0000|31.31.86.217|Internet Explorer|roflol|6|3298534883350|10|51539617003|
51539617038|2011-03-06T20:34:33.473+0000|41.218.116.142|Firefox|About Franz Kafka, including Vl. About Claude Monet, and the mos. About Tom Gehrels, inmates of c. About Duke Ellington, Duke Elli. About Jerry Was a Race C.|157|5497558138885|28|51539617003|
85899355407|2011-11-07T18:11:29.746+0000|41.143.31.130|Internet Explorer|no way!|7|3298534883350|87|85899355372|
85899355408|2011-11-08T06:51:08.753+0000|190.6.252.28|Safari|maybe|5|2199023255593|61|85899355372|
85899355409|2011-11-07T23:03:44.166+0000|41.191.94.101|Firefox|ok|2|7696581394474|102|85899355372|
103079224597|2012-04-01T10:05:01.187+0000|204.79.228.3|Internet Explorer|cool|4|10995116277764|77|103079224594|
103079224598|2012-03-31T12:30:40.009+0000|31.169.119.24|Firefox|fine|4|2199023255633|107|103079224594|
103079224599|2012-04-01T09:21:22.601+0000|198.176.225.128|Internet Explorer|roflol|6|2199023255633|50|103079224594|
103079224600|2012-04-01T01:36:16.921+0000|31.193.214.102|Internet Explorer|ok|2|3298534883350|45|103079224594|
103079224601|2012-03-31T14:30:11.409+0000|114.134.182.218|Internet Explorer|LOL|3|10995116277764|29|103079224594|
103079224602|2012-04-01T03:38:04.145+0000|178.237.72.172|Firefox|great|5|7696581394474|4|103079224594|
103079224603|2012-03-31T23:56:11.221+0000|31.13.7.125|Internet Explorer|About Louis XVI of France, . About Willie Nelson, Nelson. About Sorry, Sorry, to .|82|2199023255633|107|103079224594|
103079224604|2012-04-01T02:47:57.422+0000|196.1.112.6|Internet Explorer|About The Senior, 8, 2003 via Epic Records. The a. About Sir Duke, in tribute to Duke Ellington, t.|99|3298534883350|71||103079224603
103079224605|2012-04-01T00:58:44.966+0000|196.223.1.247|Internet Explorer|maybe|5|3298534883350|2||103079224603
103079224606|2012-04-01T06:30:50.568+0000|1.18.43.129|Internet Explorer|About George H. W. Bush, Elder, and George Bush, Sr. have com. About The Senior, via Epic Records. The album was primarily .|124|10995116277764|98||103079224604
128849028383|2012-09-06T11:02:40.585+0000|103.22.232.180|Internet Explorer|About Louis XVI of France, of a republic. About Ralph Waldo Emerson, public lect.|81|10995116277764|51|128849028371|
128849028384|2012-09-06T08:05:37.452+0000|41.74.38.237|Firefox|About Louis XVI of France, XVI actively s. About Alexander I of Russia, I Павлович,.|84|7696581394474|8|128849028371|
128849028385|2012-09-06T22:35:48.898+0000|116.251.202.57|Internet Explorer|no way!|7|10995116277764|29|128849028371|
128849028386|2012-09-06T13:50:19.826+0000|77.73.209.77|Internet Explorer|fine|4|10995116277764|37|128849028371|
128849028387|2012-09-06T09:32:05.432+0000|46.21.162.0|Internet Explorer|thx|3|3298534883350|89|128849028371|
128849028388|2012-09-06T11:34:19.326+0000|81.19.202.129|Internet Explorer|About Louis XVI of France, among the population, his indecisiveness and conservat. About David Hume, logical positivism, William James, philosophy of science, earl.|164|2199023255633|10|128849028371|
